"","Region","Subregion","Country","Rate","Count","Year"
"383","Asia","Western Asia","United Arab Emirates","4.13","378","2012"
"384","Asia","Western Asia","Yemen",NA,NA,"2012"
"385","Europe","Eastern Europe","Belarus","9.6300000000000008","907","2012"
"386","Europe","Eastern Europe","Bulgaria","32.86","2410","2012"
"387","Europe","Eastern Europe","Czech Republic","173.5","18358","2012"
"388","Europe","Eastern Europe","Hungary","141.66","13973","2012"
"389","Europe","Eastern Europe","Poland","25.43","9721","2012"
"390","Europe","Eastern Europe","Republic of Moldova","7.97","325","2012"
"391","Europe","Eastern Europe","Romania","85.13","17219","2012"
"392","Europe","Eastern Europe","Russian Federation","20.170000000000002","29045","2012"
"393","Europe","Eastern Europe","Slovakia","40.31","2183","2012"
"394","Europe","Eastern Europe","Ukraine",NA,NA,"2012"
"395","Europe","Northern Europe","Denmark","170.33","9557","2012"
"396","Europe","Northern Europe","Estonia","7.48","99","2012"
"397","Europe","Northern Europe","Finland","34.61","1874","2012"
"398","Europe","Northern Europe","Iceland","22.7","74","2012"
"399","Europe","Northern Europe","Ireland","294.39999999999998","13566","2012"
"400","Europe","Northern Europe","Latvia","64.040000000000006","1325","2012"
"401","Europe","Northern Europe","Lithuania","5.84","178","2012"
"402","Europe","Northern Europe","Norway","55.46","2781","2012"
"403","Europe","Northern Europe","Sweden","55.94","5338","2012"
"404","Europe","Southern Europe","Albania","5.35","156","2012"
"405","Europe","Southern Europe","Andorra","198.78","163","2012"
"406","Europe","Southern Europe","Bosnia and Herzegovina","17.14","618","2012"
"407","Europe","Southern Europe","Croatia","21.02","903","2012"
"408","Europe","Southern Europe","Greece","15.69","1692","2012"
"409","Europe","Southern Europe","Holy See","0","0","2012"
"410","Europe","Southern Europe","Italy","116.11","69527","2012"
"411","Europe","Southern Europe","Malta","41.23","174","2012"
"412","Europe","Southern Europe","Montenegro","26.84","168","2012"
"413","Europe","Southern Europe","North Macedonia","10.17","211","2012"
"414","Europe","Southern Europe","Portugal","6.66","701","2012"
"415","Europe","Southern Europe","Serbia","14.8","1323","2012"
"416","Europe","Southern Europe","Slovenia","98.74","2032","2012"
"417","Europe","Southern Europe","Spain","36.869999999999997","17353","2012"
"418","Europe","Western Europe","Austria","47.4","4030","2012"
"419","Europe","Western Europe","Belgium","652.34","72312","2012"
"420","Europe","Western Europe","France","364.57","231733","2012"
"421","Europe","Western Europe","Germany","168.05","136077","2012"
"422","Europe","Western Europe","Liechtenstein","186.49","69","2012"
"423","Europe","Western Europe","Luxembourg","563.84","2994","2012"
"424","Europe","Western Europe","Monaco",NA,NA,"2012"
"425","Europe","Western Europe","Netherlands","341.23","57300","2012"
"426","Europe","Western Europe","Switzerland","7.46","597","2012"
"427","Oceania","Australia and New Zealand","Australia","278.16000000000003","63709","2012"
"428","Oceania","Australia and New Zealand","New Zealand","227.51","10165","2012"
"429","Oceania","Melanesia","Solomon Islands",NA,NA,"2012"
"430","Africa","Eastern Africa","Burundi","4.5199999999999996","431","2013"
"431","Africa","Eastern Africa","Kenya","30.04","13674","2013"
"432","Africa","Eastern Africa","Madagascar","11.95","2744","2013"
"433","Africa","Eastern Africa","Mauritius",NA,NA,"2013"
"434","Africa","Eastern Africa","Mozambique",NA,NA,"2013"
"435","Africa","Eastern Africa","Rwanda","30.51","3299","2013"
"436","Africa","Eastern Africa","Uganda","46.79","16702","2013"
"437","Africa","Eastern Africa","United Republic of Tanzania",NA,NA,"2013"
"438","Africa","Eastern Africa","Zimbabwe",NA,NA,"2013"
"439","Africa","Middle Africa","Cameroon","25.5","5630","2013"
"440","Africa","Middle Africa","Sao Tome and Principe",NA,NA,"2013"
"441","Africa","Northern Africa","Algeria","142.82","54472","2013"
"442","Africa","Northern Africa","Egypt",NA,NA,"2013"
"443","Africa","Northern Africa","Morocco","200.98","67763","2013"
"444","Africa","Southern Africa","Botswana",NA,NA,"2013"
"445","Africa","Southern Africa","Eswatini",NA,NA,"2013"
"446","Africa","Southern Africa","Lesotho",NA,NA,"2013"
"447","Africa","Southern Africa","South Africa",NA,NA,"2013"
"448","Africa","Western Africa","Benin",NA,NA,"2013"
"449","Africa","Western Africa","Cabo Verde","783.79","4013","2013"
"450","Africa","Western Africa","Cote d'Ivoire",NA,NA,"2013"
"451","Africa","Western Africa","Guinea",NA,NA,"2013"
"452","Africa","Western Africa","Guinea-Bissau","176.82","2914","2013"
"453","Africa","Western Africa","Nigeria","9.6","16487","2013"
"454","Africa","Western Africa","Senegal",NA,NA,"2013"
"455","Africa","Western Africa","Sierra Leone",NA,NA,"2013"
"456","Americas","Caribbean","Bahamas",NA,NA,"2013"
"457","Americas","Caribbean","Barbados","440.14","1250","2013"
"458","Americas","Caribbean","Dominica",NA,NA,"2013"
"459","Americas","Caribbean","Dominican Republic","38.15","3833","2013"
"460","Americas","Caribbean","Grenada","1290.74","1394","2013"
"461","Americas","Caribbean","Jamaica","172.82","4941","2013"
"462","Americas","Caribbean","Puerto Rico","68.349999999999994","2395","2013"
"463","Americas","Caribbean","St. Kitts and Nevis",NA,NA,"2013"
"464","Americas","Caribbean","St. Vincent and the Grenadines",NA,NA,"2013"
"465","Americas","Caribbean","Trinidad and Tobago","40.03","542","2013"
"466","Americas","Central America","Belize",NA,NA,"2013"
"467","Americas","Central America","Costa Rica","173.37","8221","2013"
"468","Americas","Central America","El Salvador","68.98","4322","2013"
"469","Americas","Central America","Guatemala","17.86","2786","2013"
"470","Americas","Central America","Honduras","19.71","1734","2013"
"471","Americas","Central America","Mexico","27.1","32202","2013"
"472","Americas","Central America","Nicaragua",NA,NA,"2013"
"473","Americas","Central America","Panama","110.46","4236","2013"
"474","Americas","Northern America","Bermuda","87.5","56","2013"
"475","Americas","Northern America","Canada","139.56","49260","2013"
"476","Americas","Northern America","United States of America","229.71","726800","2013"
"477","Americas","South America","Argentina",NA,NA,"2013"
"478","Americas","South America","Bolivia (Plurinational State of)","119.76","12625","2013"
"479","Americas","South America","Brazil","329.04","661494","2013"
"480","Americas","South America","Chile","81.45","14313","2013"
"481","Americas","South America","Colombia","359.42","167111","2013"
"482","Americas","South America","Ecuador","54.5","8560","2013"
"483","Americas","South America","Guyana","856.52","6501","2013"
"484","Americas","South America","Paraguay","12.86","837","2013"
"485","Americas","South America","Peru","87.87","26163","2013"
"486","Americas","South America","Suriname",NA,NA,"2013"
"487","Americas","South America","Uruguay","12.57","426","2013"
"488","Asia","Central Asia","Kazakhstan","7.99","1361","2013"
"489","Asia","Central Asia","Kyrgyzstan","5.34","306","2013"
"490","Asia","Central Asia","Tajikistan",NA,NA,"2013"
"491","Asia","Central Asia","Turkmenistan",NA,NA,"2013"
"492","Asia","Central Asia","Uzbekistan",NA,NA,"2013"
"493","Asia","Eastern Asia","Hong Kong Special Administrative Region of China","93.43","6623","2013"
"494","Asia","Eastern Asia","Japan","21.72","27864","2013"
"495","Asia","Eastern Asia","Macao Special Administrative Region of China","294.63","1700","2013"
"496","Asia","Eastern Asia","Mongolia","262.45999999999998","7564","2013"
"497","Asia","Eastern Asia","Republic of Korea","111","55884","2013"
"498","Asia","South-Eastern Asia","Brunei Darussalam",NA,NA,"2013"
"499","Asia","South-Eastern Asia","Indonesia","13.96","35153","2013"
"500","Asia","South-Eastern Asia","Malaysia",NA,NA,"2013"
"501","Asia","South-Eastern Asia","Myanmar","9.65","5003","2013"
"502","Asia","South-Eastern Asia","Singapore","8.73","476","2013"
"503","Asia","South-Eastern Asia","Thailand","18.329999999999998","12491","2013"
"504","Asia","Southern Asia","Bangladesh",NA,NA,"2013"
"505","Asia","Southern Asia","Bhutan",NA,NA,"2013"
"506","Asia","Southern Asia","India","26.13","334669","2013"
"507","Asia","Southern Asia","Maldives","309.86","1289","2013"
"508","Asia","Southern Asia","Nepal",NA,NA,"2013"
"509","Asia","Southern Asia","Pakistan","16.850000000000001","32223","2013"
"510","Asia","Southern Asia","Sri Lanka","19.829999999999998","4098","2013"
"511","Asia","Western Asia","Armenia","6.07","176","2013"
"512","Asia","Western Asia","Azerbaijan","1.41","132","2013"
"513","Asia","Western Asia","Bahrain",NA,NA,"2013"
"514","Asia","Western Asia","Cyprus","11.54","132","2013"
"515","Asia","Western Asia","Georgia",NA,NA,"2013"
"516","Asia","Western Asia","Israel",NA,NA,"2013"
"517","Asia","Western Asia","Jordan",NA,NA,"2013"
"518","Asia","Western Asia","Kuwait",NA,NA,"2013"
"519","Asia","Western Asia","Lebanon","139.05000000000001","8222","2013"
"520","Asia","Western Asia","Oman",NA,NA,"2013"
"521","Asia","Western Asia","Qatar",NA,NA,"2013"
"522","Asia","Western Asia","Saudi Arabia",NA,NA,"2013"
"523","Asia","Western Asia","State of Palestine",NA,NA,"2013"
"524","Asia","Western Asia","Syrian Arab Republic",NA,NA,"2013"
"525","Asia","Western Asia","Turkey","98.7","74938","2013"
"526","Asia","Western Asia","United Arab Emirates","3.38","311","2013"
"527","Asia","Western Asia","Yemen",NA,NA,"2013"
"528","Europe","Eastern Europe","Belarus","9.0399999999999991","852","2013"
"529","Europe","Eastern Europe","Bulgaria","33.880000000000003","2470","2013"
"530","Europe","Eastern Europe","Czech Republic","176.53","18689","2013"
"531","Europe","Eastern Europe","Hungary","136.03","13377","2013"
"532","Europe","Eastern Europe","Poland","23.9","9118","2013"
"533","Europe","Eastern Europe","Republic of Moldova","7.95","324","2013"
"534","Europe","Eastern Europe","Romania","87.28","17572","2013"
"535","Europe","Eastern Europe","Russian Federation","21.1","30453","2013"
"536","Europe","Eastern Europe","Slovakia","37.200000000000003","2017","2013"
"537","Europe","Eastern Europe","Ukraine",NA,NA,"2013"
"538","Europe","Northern Europe","Denmark","26.66","1503","2013"
"539","Europe","Northern Europe","Estonia","7.51","99","2013"
"540","Europe","Northern Europe","Finland","32.93","1791","2013"
"541","Europe","Northern Europe","Iceland","28.13","92","2013"
"542","Europe","Northern Europe","Ireland","66.930000000000007","3089","2013"
"543","Europe","Northern Europe","Latvia","22.4","458","2013"
"544","Europe","Northern Europe","Lithuania","7.01","211","2013"
"545","Europe","Northern Europe","Norway","50.52","2566","2013"
"546","Europe","Northern Europe","Sweden","48.44","4659","2013"
"547","Europe","Southern Europe","Albania","5.61","163","2013"
"548","Europe","Southern Europe","Andorra","111.11","90","2013"
"549","Europe","Southern Europe","Bosnia and Herzegovina","16.29","577","2013"
"550","Europe","Southern Europe","Croatia","19.239999999999998","823","2013"
"551","Europe","Southern Europe","Greece","14.99","1610","2013"
"552","Europe","Southern Europe","Holy See","0","0","2013"
"553","Europe","Southern Europe","Italy","110.22","66317","2013"
"554","Europe","Southern Europe","Malta","51.17","218","2013"
"555","Europe","Southern Europe","Montenegro","27.64","173","2013"
"556","Europe","Southern Europe","North Macedonia","10.4","216","2013"
"557","Europe","Southern Europe","Portugal","5.54","580","2013"
"558","Europe","Southern Europe","Serbia","19.62","1750","2013"
"559","Europe","Southern Europe","Slovenia","89.63","1849","2013"
"560","Europe","Southern Europe","Spain","35.590000000000003","16701","2013"
"561","Europe","Western Europe","Austria","38.880000000000003","3327","2013"
"562","Europe","Western Europe","Belgium","625.29999999999995","69746","2013"
"563","Europe","Western Europe","France","365.14","233304","2013"
"564","Europe","Western Europe","Germany","157.52000000000001","127869","2013"
"565","Europe","Western Europe","Liechtenstein","278.38","103","2013"
"566","Europe","Western Europe","Luxembourg","555.79999999999995","3018","2013"
"567","Europe","Western Europe","Monaco",NA,NA,"2013"
"568","Europe","Western Europe","Netherlands","33.130000000000003","5581","2013"
"569","Europe","Western Europe","Switzerland","7","568","2013"
"570","Oceania","Australia and New Zealand","Australia","284.72000000000003","66211","2013"
"571","Oceania","Australia and New Zealand","New Zealand","198.07","8951","2013"
"572","Oceania","Melanesia","Solomon Islands",NA,NA,"2013"
"573","Africa","Eastern Africa","Burundi","5.58","549","2014"
"574","Africa","Eastern Africa","Kenya","29.87","13949","2014"
"575","Africa","Eastern Africa","Madagascar","10.78","2542","2014"
"576","Africa","Eastern Africa","Mauritius",NA,NA,"2014"
"577","Africa","Eastern Africa","Mozambique",NA,NA,"2014"
"578","Africa","Eastern Africa","Rwanda",NA,NA,"2014"
"579","Africa","Eastern Africa","Uganda","22.24","8210","2014"
"580","Africa","Eastern Africa","United Republic of Tanzania","3.67","1834","2014"
"581","Africa","Eastern Africa","Zimbabwe",NA,NA,"2014"
"582","Africa","Middle Africa","Cameroon","16.27","3690","2014"
"583","Africa","Middle Africa","Sao Tome and Principe",NA,NA,"2014"
"584","Africa","Northern Africa","Algeria","138.35","53853","2014"
"585","Africa","Northern Africa","Egypt",NA,NA,"2014"
"586","Africa","Northern Africa","Morocco",NA,NA,"2014"
"587","Africa","Southern Africa","Botswana","806.46","16847","2014"
"588","Africa","Southern Africa","Eswatini",NA,NA,"2014"
"589","Africa","Southern Africa","Lesotho",NA,NA,"2014"
"590","Africa","Southern Africa","South Africa","334.69","182556","2014"
"591","Africa","Western Africa","Benin",NA,NA,"2014"
"592","Africa","Western Africa","Cabo Verde","794.79","4117","2014"
"593","Africa","Western Africa","Cote d'Ivoire",NA,NA,"2014"
"594","Africa","Western Africa","Guinea",NA,NA,"2014"
"595","Africa","Western Africa","Guinea-Bissau","195.86","3314","2014"
"596","Africa","Western Africa","Nigeria",NA,NA,"2014"
"597","Africa","Western Africa","Senegal",NA,NA,"2014"
"598","Africa","Western Africa","Sierra Leone",NA,NA,"2014"
"599","Americas","Caribbean","Bahamas","1386.79","5145","2014"
"600","Americas","Caribbean","Barbados","514.04","1465","2014"
"601","Americas","Caribbean","Dominica","107.04","76","2014"
"602","Americas","Caribbean","Dominican Republic","42.06","4275","2014"
"603","Americas","Caribbean","Grenada","485.32","529","2014"
"604","Americas","Caribbean","Jamaica","136.28","3918","2014"
"605","Americas","Caribbean","Puerto Rico","71.66","2475","2014"
"606","Americas","Caribbean","St. Kitts and Nevis",NA,NA,"2014"
"607","Americas","Caribbean","St. Vincent and the Grenadines",NA,NA,"2014"
"608","Americas","Caribbean","Trinidad and Tobago","40.97","558","2014"
"609","Americas","Central America","Belize","295.18","1042","2014"
"610","Americas","Central America","Costa Rica","176.79","8477","2014"
"611","Americas","Central America","El Salvador","62.27","3920","2014"
"612","Americas","Central America","Guatemala","15.18","2417","2014"
"613","Americas","Central America","Honduras","16.72","1497","2014"
"614","Americas","Central America","Mexico","33.18","39937","2014"
"615","Americas","Central America","Nicaragua",NA,NA,"2014"
"616","Americas","Central America","Panama","104.15","4063","2014"
"617","Americas","Northern America","Bermuda","95.31","61","2014"
"618","Americas","Northern America","Canada","135.62","48369","2014"
"619","Americas","Northern America","United States of America","229.42","731100","2014"
"620","Americas","South America","Argentina","418.9","178611","2014"
"621","Americas","South America","Bolivia (Plurinational State of)","88.85","9513","2014"
"622","Americas","South America","Brazil","298.99","606252","2014"
"623","Americas","South America","Chile","75.22","13359","2014"
"624","Americas","South America","Colombia","356.93","167645","2014"
"625","Americas","South America","Ecuador","46.58","7430","2014"
"626","Americas","South America","Guyana",NA,NA,"2014"
"627","Americas","South America","Paraguay","11.8","779","2014"
"628","Americas","South America","Peru","82.44","24806","2014"
"629","Americas","South America","Suriname","78.3","433","2014"
"630","Americas","South America","Uruguay","13.82","470","2014"
"631","Asia","Central Asia","Kazakhstan","5.53","957","2014"
"632","Asia","Central Asia","Kyrgyzstan","6.5","380","2014"
"633","Asia","Central Asia","Tajikistan",NA,NA,"2014"
"634","Asia","Central Asia","Turkmenistan",NA,NA,"2014"
"635","Asia","Central Asia","Uzbekistan","4.7699999999999996","1451","2014"
"636","Asia","Eastern Asia","Hong Kong Special Administrative Region of China",NA,NA,"2014"
"637","Asia","Eastern Asia","Japan","20.8","26653","2014"
"638","Asia","Eastern Asia","Macao Special Administrative Region of China","302.2","1783","2014"
"639","Asia","Eastern Asia","Mongolia","276.60000000000002","8132","2014"
"640","Asia","Eastern Asia","Republic of Korea","99.35","50281","2014"
"641","Asia","South-Eastern Asia","Brunei Darussalam",NA,NA,"2014"
"642","Asia","South-Eastern Asia","Indonesia","14.49","36980","2014"
"643","Asia","South-Eastern Asia","Malaysia",NA,NA,"2014"
"644","Asia","South-Eastern Asia","Myanmar","9.93","5190","2014"
"645","Asia","South-Eastern Asia","Singapore","9.2799999999999994","513","2014"
"646","Asia","South-Eastern Asia","Thailand","18.52","12675","2014"
"647","Asia","Southern Asia","Bangladesh",NA,NA,"2014"
"648","Asia","Southern Asia","Bhutan","72.459999999999994","521","2014"
"649","Asia","Southern Asia","India",NA,NA,"2014"
"650","Asia","Southern Asia","Maldives",NA,NA,"2014"
"651","Asia","Southern Asia","Nepal",NA,NA,"2014"
"652","Asia","Southern Asia","Pakistan","17.12","33432","2014"
"653","Asia","Southern Asia","Sri Lanka","19.420000000000002","4037","2014"
"654","Asia","Western Asia","Armenia","6.8","198","2014"
"655","Asia","Western Asia","Azerbaijan","1.68","160","2014"
"656","Asia","Western Asia","Bahrain",NA,NA,"2014"
"657","Asia","Western Asia","Cyprus","11.63","134","2014"
"658","Asia","Western Asia","Georgia","5.65","228","2014"
"659","Asia","Western Asia","Israel",NA,NA,"2014"
"660","Asia","Western Asia","Jordan",NA,NA,"2014"
"661","Asia","Western Asia","Kuwait",NA,NA,"2014"
"662","Asia","Western Asia","Lebanon","135.97999999999999","8514","2014"
"663","Asia","Western Asia","Oman","0.99","40","2014"
"664","Asia","Western Asia","Qatar",NA,NA,"2014"
"665","Asia","Western Asia","Saudi Arabia",NA,NA,"2014"
"666","Asia","Western Asia","State of Palestine",NA,NA,"2014"
"667","Asia","Western Asia","Syrian Arab Republic",NA,NA,"2014"
"668","Asia","Western Asia","Turkey","102.82","79405","2014"
"669","Asia","Western Asia","United Arab Emirates","3.43","316","2014"
"670","Asia","Western Asia","Yemen",NA,NA,"2014"
"671","Europe","Eastern Europe","Belarus","8.8000000000000007","830","2014"
"672","Europe","Eastern Europe","Bulgaria","34.96","2533","2014"
"673","Europe","Eastern Europe","Czech Republic","49.09","5199","2014"
"674","Europe","Eastern Europe","Hungary","137.43","13475","2014"
"675","Europe","Eastern Europe","Poland","21.65","8248","2014"
"676","Europe","Eastern Europe","Republic of Moldova","7.86","320","2014"
"677","Europe","Eastern Europe","Romania","11.37","2279","2014"
"678","Europe","Eastern Europe","Russian Federation","20.239999999999998","29286","2014"
"679","Europe","Eastern Europe","Slovakia","36.619999999999997","1988","2014"
"680","Europe","Eastern Europe","Ukraine",NA,NA,"2014"
"681","Europe","Northern Europe","Denmark","27.07","1533","2014"
"682","Europe","Northern Europe","Estonia","5.85","77","2014"
"683","Europe","Northern Europe","Finland","30.12","1645","2014"
"684","Europe","Northern Europe","Iceland","30.7","101","2014"
"685","Europe","Northern Europe","Ireland","68.36","3163","2014"
"686","Europe","Northern Europe","Latvia","28.15","569","2014"
"687","Europe","Northern Europe","Lithuania","6.87","204","2014"
"688","Europe","Northern Europe","Norway","46.23","2377","2014"
"689","Europe","Northern Europe","Sweden","47.15","4570","2014"
"690","Europe","Southern Europe","Albania","4.5599999999999996","132","2014"
"691","Europe","Southern Europe","Andorra","155.69999999999999","123","2014"
"692","Europe","Southern Europe","Bosnia and Herzegovina","17","592","2014"
"693","Europe","Southern Europe","Croatia","18","766","2014"
"694","Europe","Southern Europe","Greece","13.63","1459","2014"
"695","Europe","Southern Europe","Holy See","0","0","2014"
"696","Europe","Southern Europe","Italy","110.92","67004","2014"
"697","Europe","Southern Europe","Malta","37.21","160","2014"
"698","Europe","Southern Europe","Montenegro","20.57","129","2014"
"699","Europe","Southern Europe","North Macedonia","10.25","213","2014"
"700","Europe","Southern Europe","Portugal","5.2","542","2014"
"701","Europe","Southern Europe","Serbia","16.93","1506","2014"
"702","Europe","Southern Europe","Slovenia","80.16","1657","2014"
"703","Europe","Southern Europe","Spain","35.86","16776","2014"
"704","Europe","Western Europe","Austria","37.49","3230","2014"
"705","Europe","Western Europe","Belgium","627.49","70411","2014"
"706","Europe","Western Europe","France","370.62","237916","2014"
"707","Europe","Western Europe","Germany","154.38999999999999","125752","2014"
"708","Europe","Western Europe","Liechtenstein","324.32","120","2014"
"709","Europe","Western Europe","Luxembourg","131.16999999999999","728","2014"
"710","Europe","Western Europe","Monaco","416.22","154","2014"
"711","Europe","Western Europe","Netherlands","31.61","5340","2014"
"712","Europe","Western Europe","Switzerland","7.42","609","2014"
"713","Oceania","Australia and New Zealand","Australia","284.29000000000002","67081","2014"
"714","Oceania","Australia and New Zealand","New Zealand","216.73","9900","2014"
"715","Oceania","Melanesia","Solomon Islands",NA,NA,"2014"
"716","Africa","Eastern Africa","Burundi",NA,NA,"2015"
"717","Africa","Eastern Africa","Kenya","31.16","14921","2015"
"718","Africa","Eastern Africa","Madagascar","9.0299999999999994","2189","2015"
"719","Africa","Eastern Africa","Mauritius",NA,NA,"2015"
"720","Africa","Eastern Africa","Mozambique",NA,NA,"2015"
"721","Africa","Eastern Africa","Rwanda",NA,NA,"2015"
"722","Africa","Eastern Africa","Uganda","26.33","10065","2015"
"723","Africa","Eastern Africa","United Republic of Tanzania","4.59","2361","2015"
"724","Africa","Eastern Africa","Zimbabwe",NA,NA,"2015"
"725","Africa","Middle Africa","Cameroon","20.62","4805","2015"
"726","Africa","Middle Africa","Sao Tome and Principe",NA,NA,"2015"
"727","Africa","Northern Africa","Algeria","123.57","49091","2015"
"728","Africa","Northern Africa","Egypt",NA,NA,"2015"
"729","Africa","Northern Africa","Morocco","162.34","56275","2015"
"730","Africa","Southern Africa","Botswana",NA,NA,"2015"
"731","Africa","Southern Africa","Eswatini",NA,NA,"2015"
"732","Africa","Southern Africa","Lesotho",NA,NA,"2015"
"733","Africa","Southern Africa","South Africa","330.29","182933","2015"
"734","Africa","Western Africa","Benin",NA,NA,"2015"
"735","Africa","Western Africa","Cabo Verde","800.95","4205","2015"
"736","Africa","Western Africa","Cote d'Ivoire",NA,NA,"2015"
"737","Africa","Western Africa","Guinea",NA,NA,"2015"
"738","Africa","Western Africa","Guinea-Bissau","76.63","1331","2015"
"739","Africa","Western Africa","Nigeria",NA,NA,"2015"
"740","Africa","Western Africa","Senegal",NA,NA,"2015"
"741","Africa","Western Africa","Sierra Leone",NA,NA,"2015"
"742","Americas","Caribbean","Bahamas","1219.79","4562","2015"
"743","Americas","Caribbean","Barbados","517.19000000000005","1474","2015"
"744","Americas","Caribbean","Dominica","123.94","88","2015"
"745","Americas","Caribbean","Dominican Republic","37.82","3889","2015"
"746","Americas","Caribbean","Grenada","449.09","494","2015"
"747","Americas","Caribbean","Jamaica","101.45","2933","2015"
"748","Americas","Caribbean","Puerto Rico","87.52","2960","2015"
"749","Americas","Caribbean","St. Kitts and Nevis",NA,NA,"2015"
"750","Americas","Caribbean","St. Vincent and the Grenadines",NA,NA,"2015"
"751","Americas","Caribbean","Trinidad and Tobago","43.8","600","2015"
"752","Americas","Central America","Belize",NA,NA,"2015"
"753","Americas","Central America","Costa Rica","175.68","8517","2015"
"754","Americas","Central America","El Salvador","93.08","5887","2015"
"755","Americas","Central America","Guatemala","14.55","2364","2015"
"756","Americas","Central America","Honduras","14.57","1328","2015"
"757","Americas","Central America","Mexico","37.92","46211","2015"
"758","Americas","Central America","Nicaragua",NA,NA,"2015"
"759","Americas","Central America","Panama","71.650000000000006","2843","2015"
"760","Americas","Northern America","Bermuda","90.63","58","2015"
